Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10
CSA,teamSizeModel,0.10761094093322754,214.794,210.392,199.392,195.504,195.504,189.504,188.504,186.13,186.13,185.26999999999998
DE,teamSizeModel,0.02593684196472168,185.504,185.504,185.504,178.504,178.504,178.504,178.504,178.504,178.504,177.13
DE,teamSizeModel,0.027008533477783203,195.504,179.504,178.13,178.13,178.13,173.504,168.504,168.504,168.504,168.504
DE,teamSizeModel,0.02698540687561035,210.794,197.794,197.794,194.392,194.392,181.392,181.392,181.392,181.392,181.392
DE,teamSizeModel,0.028002023696899414,230.794,225.392,184.794,184.794,184.794,184.794,184.794,179.13,177.13,177.13
DE,teamSizeModel,0.02753138542175293,202.794,178.504,178.504,177.392,172.392,172.392,167.504,167.504,167.504,167.504
DE,teamSizeModel,0.02699875831604004,207.392,205.392,204.794,202.392,188.392,182.392,182.392,182.392,173.504,173.504
DE,teamSizeModel,0.026999235153198242,210.504,177.504,177.504,177.504,177.504,177.504,169.13,169.13,169.13,169.13
DE,teamSizeModel,0.026561975479125977,206.794,206.794,189.794,187.392,179.504,178.504,167.504,167.504,167.504,167.504
DE,teamSizeModel,0.028004884719848633,179.504,174.504,174.504,167.504,167.504,166.504,166.504,166.504,166.504,164.13
DE,teamSizeModel,0.02801346778869629,205.794,196.794,194.392,192.392,179.392,179.392,179.392,178.392,178.392,178.392
DE,teamSizeModel,0.027027130126953125,232.794,209.794,190.392,190.392,190.392,185.392,179.13,174.392,172.504,168.504
DE,teamSizeModel,0.026598691940307617,211.392,184.504,184.504,183.504,173.392,173.392,173.392,173.392,173.392,173.392
DE,teamSizeModel,0.027975797653198242,205.392,181.13,175.13,175.13,174.504,174.504,171.504,171.504,171.504,171.504
DE,teamSizeModel,0.027262210845947266,187.794,187.794,187.794,187.794,187.392,178.13,178.13,178.13,173.13,173.13
DE,teamSizeModel,0.025534391403198242,229.14,229.14,217.794,195.392,192.392,182.392,182.392,181.504,181.392,178.504
DE,teamSizeModel,0.026975393295288086,194.504,194.504,186.392,186.392,177.504,177.504,176.392,176.392,174.392,168.13
DE,teamSizeModel,0.02802586555480957,207.794,177.13,176.392,176.392,176.392,176.392,176.392,173.504,173.504,173.504
DE,teamSizeModel,0.02703690528869629,255.71,232.392,200.504,194.504,188.392,187.392,181.504,174.504,174.504,174.504
DE,teamSizeModel,0.02760028839111328,194.392,188.392,188.392,188.392,183.13,181.504,177.13,172.26999999999998,172.26999999999998,172.26999999999998
DE,teamSizeModel,0.028993844985961914,196.794,196.794,188.392,188.392,187.504,178.392,178.392,178.392,177.13,172.504
DE,teamSizeModel,0.025985002517700195,228.794,228.794,221.794,220.794,201.392,190.794,190.794,190.794,190.794,182.392
DE,teamSizeModel,0.02655196189880371,216.71,212.794,206.392,200.392,200.392,193.13,181.504,181.504,179.13,178.504
DE,teamSizeModel,0.025973081588745117,217.794,217.794,217.794,206.794,197.504,179.504,178.13,178.13,174.504,169.13
DE,teamSizeModel,0.02698349952697754,200.392,200.392,192.392,182.26999999999998,182.26999999999998,170.504,170.504,170.504,170.504,170.504
DE,teamSizeModel,0.026015043258666992,217.794,217.794,217.794,217.794,188.504,188.13,173.504,173.504,173.504,173.13
DE,teamSizeModel,0.026549577713012695,230.794,207.71,207.71,201.794,187.794,173.392,173.392,173.392,173.392,170.504
DE,teamSizeModel,0.028248310089111328,223.794,216.392,206.504,187.504,181.392,181.392,181.392,173.13,169.13,169.13
DE,teamSizeModel,0.027006149291992188,255.14,195.392,170.504,170.504,170.504,170.504,170.504,170.504,167.504,167.504
DE,teamSizeModel,0.026570558547973633,227.71,210.504,175.504,175.504,171.504,171.504,171.504,171.504,171.504,171.504
DE,teamSizeModel,0.02699756622314453,224.794,192.392,192.392,180.504,170.504,170.504,170.13,170.13,170.13,170.13
