Optimizer,objfname,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10
FA,teamSizeModel,100.0,75.21784595913701,64.08157074557103,55.76769137379384,50.0981960066995,39.55953196056084,27.70848472759478,26.09625149984623,25.17662963422541,22.651177517649906
FA,teamSizeModel,100.0,76.71799161552002,55.89532693311544,40.82883794220349,37.56396165056885,34.03015948668567,33.57271574797278,31.36185872183694,30.051726988882294,29.485706504294367
FA,teamSizeModel,100.0,81.68641402406756,53.91988153859136,36.967232265861945,35.0914506400321,34.26461739770874,33.83065833574399,32.45126553338192,30.886589544245346,30.106832728762335
FA,teamSizeModel,100.0,76.56914697713955,61.53383510931912,47.76679405180509,39.366750921272015,37.030547210096664,31.60751576671206,30.20101019104555,28.017210409170286,27.9971525005007
FA,teamSizeModel,100.0,64.340877063971,45.306184883614634,36.861197117345476,32.205754604262914,31.301298029892884,30.153148800920114,27.828580888604108,26.86332562469755,26.807616543384285
FA,teamSizeModel,100.0,73.71390537348002,57.649330361970605,43.38104836318401,26.94586034017179,24.471093550582093,23.73417327254657,23.077387692566205,21.851047736259556,21.36013300765157
FA,teamSizeModel,100.0,80.71774761137553,57.02685091218792,38.93359653459405,33.17155779636903,31.46487806705255,29.90756528512677,26.833482178424156,23.93845385958742,23.3611181368468
FA,teamSizeModel,100.0,64.55127964626463,44.675580473839986,29.098285366404763,24.68254260236205,24.556097526623105,24.45544170965788,24.051409988869587,24.002866930217355,23.989535194749585
FA,teamSizeModel,100.0,87.03075193417114,68.42357846933733,55.201874388810666,39.414440411216866,29.135790871263346,27.227757441717554,22.8307019041859,22.75093551338812,22.68024782927273
FA,teamSizeModel,100.0,61.17290758889054,41.30892643208598,31.75950527227853,28.886731249863146,27.73141564823532,26.743561751816593,25.627959498390634,25.13550897585481,24.059720167286535
GWOEL,teamSizeModel,100.0,84.26696970863402,71.76930324424595,70.96762017207443,65.05043559176086,81.19862318835852,97.08912694032963,87.90794699474634,100.0,100.0
GWOEL,teamSizeModel,100.0,90.84844229154452,77.41079084352658,81.3355569131841,73.94702904236851,68.05987993788219,70.55802469015626,76.8127312519597,76.51370145617629,76.51370145617629
GWOEL,teamSizeModel,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67843914857771,77.48494749928099
GWOEL,teamSizeModel,100.0,100.0,100.0,86.01889668207403,86.01889668207403,94.31277153169117,100.0,91.07902492565549,95.44157760672218,100.0
GWOEL,teamSizeModel,100.0,100.0,100.0,95.32305986901714,83.86794563516037,77.90315242463144,77.526587196694,75.79438714818181,79.3039750725587,84.13907259927534
GWOEL,teamSizeModel,100.0,48.71159918493055,71.47835825589203,51.128511402653906,72.3474771192854,40.449776045263,40.84451528999145,41.260030284442465,47.61740969954289,37.17067021405378
GWOEL,teamSizeModel,100.0,91.43616475868629,97.043664894424,97.45373718326196,100.0,100.0,98.37562847855209,97.98645613487187,100.0,100.0
GWOEL,teamSizeModel,100.0,82.4600111747554,79.57420204481433,71.5307765975318,69.08500219307822,69.13616902162329,67.12019597694815,64.63860479251302,57.67735776895838,51.86736438766748
GWOEL,teamSizeModel,100.0,100.0,73.17543436280467,63.7972932372854,68.71751516581487,66.6371528738863,64.62283382932057,62.795637318949424,61.79810910357363,62.97175264525027
GWOEL,teamSizeModel,100.0,100.0,53.758551198173556,50.72914733480113,55.28986501545155,55.27174295844234,57.84507505374972,57.86319711075893,55.85466912557182,79.63382826448623
GWOEL,teamSizeModel,100.0,64.39072234930453,58.06539013503627,58.17137012804427,51.544831617858456,48.86186442644483,80.45505813157315,82.42963273814368,71.35751241598977,72.30017656432432
GWOEL,teamSizeModel,100.0,100.0,94.42540790731938,87.38381789551218,82.86872429997847,83.96082275088372,82.21672522481111,81.23872661206016,80.55412758313446,81.04312688950995
GWOEL,teamSizeModel,100.0,99.24903973222506,96.42269836078121,100.0,100.0,100.0,100.0,91.63085744103658,91.559326308054,92.6084495917987
GWOEL,teamSizeModel,100.0,80.24632267581133,47.86063227183295,48.30767997276411,47.70319373367894,72.70093495835579,63.550062888860516,51.20765897184799,55.592613812285826,54.47305087430171
GWOEL,teamSizeModel,100.0,82.55819487703162,63.71992817496248,76.12050699737712,64.5159112750499,56.48974834916832,54.77559176082214,54.21700712918185,52.72279323954404,72.19644996010405
GWOEL,teamSizeModel,100.0,67.49488508179824,58.91578131721024,57.522203496203105,64.36372282401898,64.78495541475164,55.04746202564884,54.84386627346141,58.17862428342813,62.78410060877161
GWOEL,teamSizeModel,100.0,100.0,98.91261001104507,100.0,99.14794249368276,100.0,99.33230234435257,99.33230234435257,98.07394907024783,98.76732740495862
GWOEL,teamSizeModel,100.0,87.1255328181696,79.0266806139206,96.41418600480567,100.0,100.0,100.0,95.15228280104758,94.91795206031271,94.2442511807
GWOEL,teamSizeModel,100.0,93.21198886291513,100.0,59.30764665933229,57.64511860455794,56.44628885077506,52.301278428497476,50.944112669498,50.67267951769811,52.02984527669757
GWOEL,teamSizeModel,100.0,100.0,61.98992687870821,66.91660665940405,100.0,100.0,98.2807950763135,97.34478350675087,96.881553291202,95.1766750752129
GWOEL,teamSizeModel,100.0,100.0,100.0,98.69333286055783,96.19563284180117,93.42041059873817,88.34406657913544,84.44719201283452,99.0402356409407,88.47126426527583
GWOEL,teamSizeModel,100.0,100.0,85.66714098672486,77.22940006958,84.0426875177433,80.51597549378042,100.0,100.0,100.0,92.07917920107714
GWOEL,teamSizeModel,100.0,88.64508026260721,100.0,99.09741574979944,92.37753042895156,95.00958256502024,91.3875993158284,71.82190202115862,66.35981152639665,60.75505448886105
GWOEL,teamSizeModel,100.0,100.0,93.58570809180162,95.78357648526574,95.78357648526574,95.78357648526574,95.78357648526574,90.89600900889096,91.9513956966616,91.80794507890639
GWOEL,teamSizeModel,100.0,100.0,98.1157376845563,100.0,81.9749730443729,74.415372486701,67.80211367778045,81.24016651004841,82.59844525531493,81.16223248368067
GWOEL,teamSizeModel,100.0,89.57513697688513,67.88199548083776,64.52073684994647,74.5673032374813,64.91763823809599,84.78751398233153,92.35344669393184,95.4046261153313,95.4046261153313
GWOEL,teamSizeModel,100.0,100.0,99.59335666976715,91.9857376999948,87.8684739813875,98.10233112558018,95.40831906278778,86.24190066045618,100.0,98.21100316375954
GWOEL,teamSizeModel,100.0,96.03400475086961,75.46816914574033,72.74453385416886,72.7063073939363,76.75831217859,72.76364708428515,72.92610954027361,72.55340155300594,74.2831488785303
GWOEL,teamSizeModel,100.0,93.7801657273993,95.97421729928755,93.76003681389568,92.02895025258935,92.51204417667485,92.99513810076036,89.49270715114054,89.49270715114054,93.47823202484584
GWOEL,teamSizeModel,100.0,98.03593782748175,85.51355355178953,82.20440637627391,82.32344044733561,78.6512393550818,75.35994729022542,76.03844149527718,80.2373683519791,80.77897337530989
PSO,teamSizeModel,100.0,76.56673826083345,58.41421156147907,53.29349879560059,58.13917327815554,81.32073331561386,66.73203600865797,54.23613000299131,62.36809524659098,67.54214877044735
PSO,teamSizeModel,100.0,62.53640234876694,57.84201407444293,45.37855046892768,34.7559337273205,45.90777487802137,50.345176659745164,49.371373244164936,45.075047133453204,43.22123655923588
PSO,teamSizeModel,100.0,62.13025750574359,40.74944429932428,52.833154612579634,65.11153090343515,65.79826921330245,65.03943239321289,51.613788558445215,51.0424078649336,42.14455047212555
PSO,teamSizeModel,100.0,73.58098731755382,63.72603452945207,79.21162113195189,69.5402954408835,52.656903546088365,71.3837323467109,64.05298033636508,47.13420663506843,68.39150640700416
PSO,teamSizeModel,100.0,87.33569257884714,76.88525844748229,37.56163170123721,38.93161458110063,31.223526718376398,36.4451730206882,25.770375924202366,31.3705231438005,30.017501389947537
PSO,teamSizeModel,100.0,92.20972408945231,90.46946755171376,51.29909598499815,42.09559161091781,46.221401154247594,39.755296954881835,43.26500896555587,42.25180591422152,40.19985074325547
PSO,teamSizeModel,100.0,72.63532266612623,46.77560055475296,58.32549419455351,68.2479955768027,69.0030239596165,56.840945144561495,47.04725772627212,57.16999467626075,38.55318841961666
PSO,teamSizeModel,100.0,66.57849552464965,39.9357834171308,42.04177829634826,59.47739662644005,61.67141095973666,54.20658461158229,47.60383115190909,50.98287210593318,59.52658396842544
PSO,teamSizeModel,100.0,83.5752532979497,50.017591467202735,41.62073726553863,48.16236871924471,45.75519116816524,42.33783218495786,38.796990051725984,35.78355486649023,40.005042073652156
PSO,teamSizeModel,100.0,93.64795681981096,86.19463061147769,89.79346622130613,77.3253690812447,50.341476670666076,37.352236669072084,37.741864704699005,34.01274337948739,24.957271605098317
PSO,teamSizeModel,100.0,52.60513424864629,39.87955139801625,32.97481874720122,41.667130952279926,35.31496582550413,32.406902125272,48.875697027994036,38.83738700794797,47.68397732515158
PSO,teamSizeModel,100.0,100.0,89.94765434910839,77.75617461424714,79.8525260165374,67.04782784427151,44.11076456093591,47.060392781165206,35.15571546793247,33.69555838765243
PSO,teamSizeModel,100.0,81.74669302817648,62.68342687233339,75.67408667169954,75.62189857994571,68.67253228200424,61.10108393035695,62.38699851117159,73.02710665794471,61.13761559458465
PSO,teamSizeModel,100.0,88.5154387093941,60.79809793654739,54.691276668789904,40.060637905403965,46.89883794300198,50.449279803714795,49.573922804837586,47.1592241018981,65.59801043913959
PSO,teamSizeModel,100.0,100.0,95.71051702359125,79.69402853848388,66.64138580545597,49.52950235077127,55.695808555309455,59.448757307765966,35.79031907630123,38.8218420972017
PSO,teamSizeModel,100.0,68.04982267619344,43.933923150050944,48.52307684868258,52.45495291417684,50.01889926490322,44.72309842481563,49.46920294840046,38.51396168083372,48.35654686539888
PSO,teamSizeModel,100.0,100.0,86.75632413509679,74.74540716795137,83.634842889398,73.19032140243112,57.35247973777364,62.83910506139553,63.20667078779122,58.937253504272036
PSO,teamSizeModel,100.0,79.80388765868256,45.91520770755736,34.31589774434626,28.242901270323163,35.98568851927006,41.64088323027153,32.43366539500468,32.655312770980565,36.494132020709955
PSO,teamSizeModel,100.0,85.57311769619619,56.809006697037255,56.078550247873615,56.09618702330614,36.01377873080667,38.9054750360974,38.24777028559291,36.42677322218489,37.3438855446761
PSO,teamSizeModel,100.0,98.92072110208933,77.24993691509323,73.96476342759316,43.02149028800619,42.52090369390945,44.535478742019784,44.43686042166976,37.737915156933184,34.848792843958826
PSO,teamSizeModel,100.0,80.22854611076599,64.76118969755234,45.760206133738116,36.78455610342041,42.451793385952634,29.229995784432532,23.925603928657814,29.515794178648065,25.48564170722149
PSO,teamSizeModel,100.0,61.543238924985936,43.93887701395756,58.89284052657282,61.9784759168822,51.3622661555914,48.69400355228698,46.54380289082926,44.190599901061724,44.30428120491524
PSO,teamSizeModel,100.0,90.3286729722557,75.10822387941232,58.54013085647335,46.873762324371995,54.07705125268644,55.60570225966731,47.96244722476287,44.12958934122651,48.683833093225786
PSO,teamSizeModel,100.0,69.39022760622395,53.29415661441206,48.582716011853094,73.85199103989301,46.68906060105168,37.53936512942695,31.692217664482374,33.34187038750499,34.70455649433599
PSO,teamSizeModel,100.0,74.5587150348672,58.63815938122047,50.29764495845082,47.883718690246425,42.973563860342765,43.40894299293062,40.29050909241016,39.12840070826265,42.447652204910575
PSO,teamSizeModel,100.0,84.26577280664824,60.33292979928895,37.06039608661465,55.650124086981876,42.154210645613425,42.120521395884595,30.451912859807777,24.6654473263843,24.957870014030526
PSO,teamSizeModel,100.0,79.80310332156176,57.53497037122799,71.81806574846227,80.99804732457841,63.971266795319636,46.76758769306523,44.10942304321743,50.079457003386864,43.98817137232309
PSO,teamSizeModel,100.0,93.90474303198252,80.35851274790409,47.714721730400406,32.33991435591677,38.66613509693762,34.6557020089001,41.55523223379616,37.13480428243906,41.12132100344963
PSO,teamSizeModel,100.0,79.85689285069792,68.9717254009833,64.56465024438876,69.933269071513,74.5129289894847,74.2201512692913,44.2196805616902,43.832905783961095,63.708660646665585
PSO,teamSizeModel,100.0,89.25830220414497,66.20944987939552,51.42087989068346,37.78558520796048,32.90879889599219,30.945038898429527,36.92236349878454,29.036791550974662,31.19068237515644
BA,teamSizeModel,100.0,74.48351421481307,92.01676523221049,100.0,66.27071493967853,52.71419126330304,48.896276858354625,56.35423244822184,64.4394889400549,53.244984334197255
BA,teamSizeModel,100.0,84.50315694400965,85.665832104178,69.2565619517225,64.47507322837302,77.08942932837469,89.49781994384703,73.84959225672762,83.38476436301515,59.12408994029978
BA,teamSizeModel,100.0,88.95121344897956,84.78623811992502,67.33599933552587,67.73398065847101,88.71612789720457,100.0,96.3595006374506,100.0,63.473980688823474
BA,teamSizeModel,100.0,100.0,100.0,61.64406171388423,84.1270744580855,30.65699188144595,27.08332674669054,46.34106520079207,35.90321842418159,70.34605045846682
BA,teamSizeModel,100.0,72.13242474754051,67.31790463278631,31.129941799657356,41.758466964753154,58.11072492803891,58.21633756290914,51.29015476547051,48.27193446558999,39.00663831092795
BA,teamSizeModel,100.0,74.3435177159597,99.11053303302512,93.96912728244477,99.41456627110047,93.23695790886616,100.0,93.71242966849391,69.67160647130115,95.92008378620092
BA,teamSizeModel,100.0,35.271123256587856,72.80856612213222,76.38680019806434,39.05447249881016,73.54151098300912,31.578366546143705,54.426828636427494,65.12939615483845,30.336052355646203
BA,teamSizeModel,100.0,100.0,100.0,36.046032009419314,47.55733123044985,41.731186863345755,38.34995968005367,71.14543919166658,43.89703402038651,44.37158881921162
BA,teamSizeModel,100.0,100.0,97.42383502191075,81.63984968225255,75.95507644250239,89.08007229329355,69.92260160393496,72.72599616516466,88.5409062409899,85.11847913492082
BA,teamSizeModel,100.0,67.05862507276848,62.17629157659217,81.19967705784681,57.257785776777745,79.16243436705061,67.84838703553332,90.45143933451075,74.47070108619803,56.52738349177796
BA,teamSizeModel,100.0,100.0,100.0,100.0,57.79319527986415,82.84134234161569,89.2245531485187,59.99448063867633,54.47214809651067,100.0
BA,teamSizeModel,100.0,85.93899578732322,86.83827580565583,40.73450462397064,64.67351780046565,73.87866575483446,25.86376463376257,75.57744792317823,54.04461641735689,25.45825714327688
BA,teamSizeModel,100.0,93.22046478841332,34.7099065434605,29.254038241669623,62.2985347474517,58.14320060500341,60.97741790463501,33.82721907340812,62.18159596169572,42.0839716564609
BA,teamSizeModel,100.0,79.58011499388313,100.0,63.73858417999574,76.82214131954026,70.45626619947245,92.50213978825242,95.11908480244637,95.59326496122176,60.136683663583504
BA,teamSizeModel,100.0,31.468956990920045,100.0,49.44479958610039,93.58515734338388,74.97152990479474,71.40192493817119,93.54907643064847,78.57343587900995,58.68082599088551
BA,teamSizeModel,100.0,100.0,28.13550703937243,53.56714188103104,36.7796166324069,33.7979810619578,49.183690204351855,48.38061266590271,44.7242460067487,40.52308119132555
BA,teamSizeModel,100.0,87.93168125035449,85.9967237492528,98.05273930091451,92.72461571948503,59.03845963961244,67.13536200368762,93.5237643521654,84.14593130708639,61.565927970892446
BA,teamSizeModel,100.0,100.0,89.57355940377448,64.17964652814061,73.79496866097188,54.01657490149421,73.55876980517336,60.42727268096002,56.27676609984904,71.62860492220572
BA,teamSizeModel,100.0,97.93697034456909,89.17346176976709,84.66147774276229,95.05603439772405,90.53690361671659,68.5542823883509,69.99077994288305,84.05082731742498,94.48667632884649
BA,teamSizeModel,100.0,100.0,77.58130859183247,53.956850746539885,59.48128942070954,95.51049206962061,80.58693498538364,46.82502399207576,47.89195825625326,61.120230267582976
BA,teamSizeModel,100.0,100.0,99.79486456904266,98.04715131816334,41.51744576769069,31.319574492077717,49.13318326881067,76.60542117344194,81.98057877768609,89.98526118007665
BA,teamSizeModel,100.0,61.73438747301464,28.975249190311786,46.216900918050136,99.86037833817468,45.04751151784488,32.48573668763553,39.14350981780039,35.11953002931156,35.16846718985169
BA,teamSizeModel,100.0,64.88359757941926,57.595415068919756,53.900266825105405,47.12549069961667,46.88357782522722,62.57779373871468,53.64349609690089,51.39536774327858,75.20926569531761
BA,teamSizeModel,100.0,100.0,72.3483298269317,74.07769014718811,99.976088814705,92.65668112142251,75.10005488061321,78.03951505127323,61.26452607031084,61.71625359791142
BA,teamSizeModel,100.0,100.0,57.05778436655072,73.62449455614278,56.74061677120502,47.92316788923168,44.502311412213025,51.27540485658931,47.43239609663296,51.12709817441867
BA,teamSizeModel,100.0,80.8896320716383,38.37359891747201,33.559595283692964,41.450064084706604,49.05818288490671,44.437097124986686,84.06159797444218,54.736484145610284,49.432520216301995
BA,teamSizeModel,100.0,94.62755678602221,50.795333030158154,67.13882783474668,72.90835284452952,51.28222770644013,47.55363236543225,67.83446941807631,59.63836367395575,59.613324931519806
BA,teamSizeModel,100.0,94.18739787998815,88.18380750578415,100.0,79.63906473481573,87.9024219432854,100.0,73.06590496362615,100.0,66.88404688604311
BA,teamSizeModel,100.0,70.91002654275755,76.24089292198978,71.88533107689679,77.61215762386472,77.8412007454661,77.3775007002633,100.0,87.0968845891078,84.07032703481163
BA,teamSizeModel,100.0,100.0,99.89123574317685,100.0,83.01195041068814,78.92727008187799,55.59454189148624,74.79485965022644,57.93475325325329,79.82273432031252
WOA,teamSizeModel,100.0,59.56801038093788,44.68406598233489,33.88536905156277,41.92194937759416,30.35239156734081,21.520544168660848,33.742807919745786,24.93675100965716,31.792655120152048
WOA,teamSizeModel,100.0,100.0,55.18580204570138,32.19357947670296,38.60149547910577,18.30066728868701,16.44516375560606,16.418098887084266,16.902436681676612,16.64949262895018
WOA,teamSizeModel,100.0,63.18234354022789,35.78220530471893,36.77675491365541,35.867523466978135,32.253553239621255,37.24256147217828,27.995296979777713,32.57187032930587,31.821606131142953
WOA,teamSizeModel,100.0,60.675077102954944,31.002143504409585,49.3110092309082,66.51737871021109,43.7133479480023,41.20760125948386,32.03005674843085,35.83762503092382,31.677730274706928
WOA,teamSizeModel,100.0,100.0,52.0928922590274,48.866232266893775,45.09630969180407,27.16519616318841,29.880882115957597,25.469734143616407,37.563674604756784,32.24672326631533
WOA,teamSizeModel,100.0,92.33925292857205,100.0,89.73227042201862,50.3936256709382,51.278954134008394,41.62607584683021,38.48886349926928,36.913531268486146,36.91227573784565
WOA,teamSizeModel,100.0,100.0,73.6365757598736,73.03195915426912,34.82982074104159,17.53276964316335,20.061658854945442,22.533296759825173,19.783996704705736,18.142469308726426
WOA,teamSizeModel,100.0,98.32259418116766,85.99902685223766,43.42073462176686,60.19196889457056,47.683435099085784,46.64282222999535,36.54485332020214,37.709365482729076,35.81275322166294
WOA,teamSizeModel,100.0,71.805209379258,45.06497258218587,60.747195822717316,51.15033664457543,37.272149230725965,40.91009707917854,48.24782955196456,43.35925028120209,37.41631924190893
WOA,teamSizeModel,100.0,74.46288555663138,69.46101519471917,41.11455428126307,30.838685949381578,34.46474509528642,31.806800530772534,27.295254640832283,27.382005623764417,34.01053937856569
WOA,teamSizeModel,100.0,77.4598205876525,51.15459453641208,29.628948649514776,24.899155778550274,19.14527898938057,20.375400888988906,21.409035199949113,22.81904892374608,20.810022041249677
