Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
FA,teamSizeModel,0.10206317901611328,204.794,197.924,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13,175.13
FA,teamSizeModel,0.10239076614379883,232.794,223.392,185.13,182.504,182.504,182.504,182.504,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924,177.924
FA,teamSizeModel,0.1025693416595459,222.71,190.13,185.26999999999998,174.26999999999998,174.26999999999998,174.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998,170.26999999999998
FA,teamSizeModel,0.10186910629272461,220.71,187.504,187.504,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998,175.26999999999998
FA,teamSizeModel,0.09815812110900879,195.504,182.26999999999998,180.13,174.26999999999998,174.26999999999998,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13
FA,teamSizeModel,0.10234498977661133,208.794,208.794,178.504,178.504,178.504,178.504,178.504,178.504,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998,178.26999999999998
FA,teamSizeModel,0.10414743423461914,238.794,193.504,186.13,186.13,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998
FA,teamSizeModel,0.09995198249816895,266.14,187.924,187.924,186.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998,171.26999999999998
GWOEL,teamSizeModel,1.0419023036956787,240.71,240.71,240.71,240.71,240.71,240.71,240.71,240.71,240.71,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,215.794,201.794,192.504,179.13,178.392,178.392,178.392,178.392,174.392,174.392,174.392,174.392,174.392,174.392,174.392,174.392,174.392,174.392,174.392,174.392,173.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13,172.13
GWOEL,teamSizeModel,1.1298675537109375,269.71,269.71,269.71,254.794,254.794,254.794,250.14,250.14,227.71,227.71,227.71,227.71,227.71,218.71,212.794,212.794,212.794,212.794,212.794,212.794,212.794,212.794,212.794,212.794,212.794,207.794,207.794,203.504,203.504,203.504,203.504,203.504,203.504,203.504,203.504,203.504,203.504,203.504,203.504,203.504,203.504,203.504,203.504,199.794,199.794,189.392,189.392,189.392,186.392,186.392,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504
GWOEL,teamSizeModel,1.893989086151123,220.794,215.392,215.392,215.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,212.392,202.794,202.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,188.392,185.504,185.504,185.504,185.504,185.504,185.504,185.504,185.504,185.504,185.504,185.504,185.504,170.504,170.504,170.504,170.504,167.13,167.13,167.13,167.13,167.13,167.13,167.13,167.13,167.13,167.13,167.13,167.13,167.13,167.13
GWOEL,teamSizeModel,1.931856393814087,218.794,218.794,218.794,218.794,218.794,218.794,218.794,218.794,218.794,218.794,218.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,187.794,181.392,181.392,172.392,172.392,172.392,172.392,172.392,172.392
GWOEL,teamSizeModel,1.859248399734497,224.71,224.71,224.71,224.71,224.71,224.71,195.794,195.794,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392
GWOEL,teamSizeModel,1.9477498531341553,211.794,211.794,211.794,211.794,211.794,177.794,177.794,177.794,177.794,177.794,177.794,177.794,177.794,177.794,177.794,177.794,174.392,174.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,173.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392,170.392
GWOEL,teamSizeModel,1.8120520114898682,219.504,219.504,219.504,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794,181.794
GWOEL,teamSizeModel,1.8180959224700928,252.71,227.71,227.71,227.71,227.71,227.71,227.71,227.71,227.71,227.71,226.71,226.71,220.794,220.794,220.794,220.794,220.794,220.794,201.794,201.794,201.794,201.794,201.794,201.794,201.794,201.794,201.794,201.794,201.794,201.794,201.794,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,200.71,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504,186.504
GWOEL,teamSizeModel,1.8532183170318604,218.794,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,190.392,179.504,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13,173.13
GWOEL,teamSizeModel,1.9316320419311523,267.71,267.71,252.14,241.71,241.71,233.71,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,203.392,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,186.794,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392,175.392
GWOEL,teamSizeModel,1.8073480129241943,259.71,226.794,226.794,226.794,218.71,218.71,218.71,218.71,214.794,214.794,206.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794,202.794
GWOEL,teamSizeModel,1.9012579917907715,245.794,241.14,215.71,208.71,208.71,208.71,208.71,208.71,208.71,208.71,205.794,205.794,200.392,200.392,200.392,200.392,200.392,200.392,194.392,194.392,194.392,194.392,194.392,194.392,194.392,194.392,194.392,194.392,194.392,194.392,194.392,193.504,193.504,193.504,193.504,193.504,193.504,193.504,193.504,193.504,193.504,193.504,193.504,185.13,185.13,185.13,183.13,181.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,177.26999999999998,176.924,176.924,176.924,175.924,175.924,175.924
GWOEL,teamSizeModel,1.8327345848083496,225.794,225.794,225.794,225.794,225.794,225.794,225.794,221.71,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,200.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794,195.794
GWOEL,teamSizeModel,2.0962839126586914,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,180.392,176.392,173.504,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13,169.13
GWOEL,teamSizeModel,2.53739595413208,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,219.71,218.794,218.794,218.794,218.794,218.794,218.794,218.794,218.794,218.794,218.794,218.794,218.794,218.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,204.794,187.392,187.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392,183.392
GWOEL,teamSizeModel,2.022951602935791,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,252.71,251.14,251.14,251.14,251.14,251.14,251.14,251.14,251.14,251.14,251.14,251.14,251.14,251.14,251.14,251.14,250.71,250.71,250.71,250.71,250.71,250.71,250.71,250.71,212.71,212.71,212.71,190.794,190.794,190.794,190.794,190.794,190.794,190.794,190.794,190.794,190.794,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,186.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392,182.392
GWOEL,teamSizeModel,2.6572916507720947,277.14,277.14,277.14,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,264.71,263.71,263.71,263.71,263.71,263.71,263.71,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,242.392,208.71,208.71,208.71,208.71,208.71,208.71,208.71,208.71,208.71,208.71,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,199.794,190.504,190.504,190.504,190.504,190.504,184.392,184.392,184.392,184.392
GWOEL,teamSizeModel,2.009889841079712,226.794,226.794,226.794,226.794,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504,182.504
